time,success_rate
13:56:11,0.17
13:56:17,0.17
13:56:18,0.17
13:56:22,0.17
13:56:24,0.17
13:56:25,0.17
13:56:31,0.17
13:56:32,0.17
13:56:34,0.17
13:56:39,0.17
13:56:39,0.17
13:56:40,0.17
13:56:40,0.17
13:56:42,0.17
13:56:43,0.17
13:56:43,0.17
13:56:43,0.17
13:56:44,0.17
13:56:49,0.17
13:56:55,0.17
13:56:56,0.17
13:56:56,0.17
13:56:56,0.17
13:56:59,0.17
13:57:01,0.17
13:57:07,0.17
13:57:11,0.17
13:57:16,0.17
13:57:17,0.17
13:57:22,0.17
13:57:25,0.17
13:57:27,0.17
13:57:27,0.17
13:57:27,0.17
13:57:28,0.17
13:57:32,0.17
13:57:32,0.17
13:57:33,0.17
13:57:33,0.17
13:57:35,0.17
13:57:36,0.17
13:57:36,0.17
13:57:36,0.17
13:57:39,0.17
13:57:39,0.17
13:57:39,0.17
13:57:40,0.17
13:57:42,0.17
13:57:44,0.17
13:57:48,0.17
13:57:53,0.17
13:57:57,0.17
13:57:57,0.17
13:57:58,0.17
13:57:58,0.17
13:57:59,0.17
13:58:03,0.17
13:58:10,0.17
13:58:11,0.17
13:58:16,0.17
13:58:20,0.17
13:58:26,0.17
13:58:28,0.17
13:58:31,0.17
13:58:32,0.17
13:58:37,0.17
13:58:40,0.17
13:58:40,0.17
13:58:40,0.17
13:58:40,0.17
13:58:43,0.17
13:58:43,0.17
13:58:43,0.17
13:58:44,0.17
13:58:48,0.17
13:58:48,0.17
13:58:48,0.17
13:58:49,0.17
13:58:51,0.17
13:58:51,0.17
13:58:52,0.17
13:58:52,0.17
13:58:58,0.17
13:58:58,0.17
13:58:59,0.17
13:58:59,0.17
13:59:01,0.17
13:59:01,0.17
13:59:04,0.17
13:59:12,0.17
13:59:12,0.17
13:59:12,0.17
13:59:13,0.17
13:59:15,0.17
13:59:15,0.17
13:59:16,0.17
13:59:16,0.17
13:59:18,0.17
13:59:23,0.17
13:59:26,0.17
13:59:26,0.17
13:59:26,0.17
13:59:26,0.17
13:59:29,0.17
13:59:29,0.17
13:59:29,0.17
13:59:30,0.17
13:59:34,0.17
13:59:38,0.17
13:59:45,0.17
13:59:46,0.17
13:59:46,0.17
13:59:46,0.17
13:59:50,0.17
13:59:54,0.17
13:59:55,0.17
13:59:57,0.17
14:00:00,0.17
14:00:00,0.17
14:00:00,0.17
14:00:01,0.17
14:00:05,0.17
14:00:05,0.17
14:00:06,0.17
14:00:06,0.17
14:00:08,0.17
14:00:11,0.17
14:00:15,0.17
14:00:18,0.17
14:00:23,0.17
14:00:23,0.17
14:00:23,0.17
14:00:24,0.17
14:00:24,0.17
14:00:27,0.17
14:00:32,0.17
14:00:32,0.17
14:00:33,0.17
14:00:33,0.17
14:00:35,0.17
14:00:36,0.17
14:00:36,0.17
14:00:36,0.17
14:00:37,0.17
14:00:39,0.17
14:00:41,0.17
14:00:42,0.17
14:00:42,0.17
14:00:42,0.17
14:00:44,0.17
14:00:45,0.17
14:00:45,0.17
14:00:45,0.17
14:00:47,0.17
14:00:49,0.17
14:00:51,0.17
14:00:58,0.17
14:00:59,0.17
14:00:59,0.17
14:00:59,0.17
14:01:02,0.17
14:01:02,0.17
14:01:02,0.17
14:01:03,0.17
14:01:07,0.17
14:01:14,0.17
14:01:18,0.17
14:01:21,0.17
14:01:22,0.17
14:01:24,0.17
14:01:26,0.17
14:01:26,0.17
14:01:27,0.17
14:01:27,0.17
14:01:27,0.17
14:01:30,0.17
14:01:35,0.17
14:01:36,0.17
14:01:36,0.17
14:01:36,0.17
14:01:40,0.17
14:01:42,0.17
14:01:44,0.17
14:01:46,0.17
